,userId,itemId,rating,timestamp
968441,5837,2002,5,957843107
629459,3808,1334,2,965968684
373871,2181,1653,2,974666727
996255,6016,3546,3,956959151
345692,2028,908,4,974670264
20573,151,593,4,978683673
246782,1491,2082,2,990991011
797114,4779,1674,5,963018700
364714,2124,3812,5,974652132
644194,3882,805,2,967036129
995856,6015,2973,4,956779150
977406,5889,2352,3,960482166
293517,1748,2075,3,974711874
421261,2544,2935,5,974041191
735076,4388,2990,4,965217750
435004,2656,3298,3,973529644
214844,1303,2115,4,974792624
467461,2880,3752,1,972270215
58425,396,1250,4,976296661
797959,4785,261,4,963005645
956806,5774,810,1,958166525
836418,5026,2289,3,962775931
832836,5005,551,3,962590434
310747,1851,2369,1,974696275
265198,1611,1594,5,984024150
845762,5083,1265,4,962464589
707554,4238,1031,2,965417244
858157,5157,3948,5,986520650
844791,5077,2511,5,962419070
41670,284,2322,2,976575070
408259,2453,848,4,974191550
899930,5441,858,4,959987333
307230,1835,2435,2,974880880
556492,3420,3210,5,989596989
740407,4425,1831,3,965112650
88894,587,3362,4,976031857
670488,4028,2001,5,966175286
756908,4508,912,4,964983676
397310,2353,2291,2,974401878
600059,3650,832,5,966457960
102517,678,2739,5,987445711
997188,6021,1220,4,956756875
649323,3913,441,5,965765826
500805,3075,2020,3,969898986
527675,3261,1060,4,968252837
748030,4465,2973,4,993872463
669219,4022,2788,2,965521956
953533,5758,1711,4,958307639
936051,5647,1957,3,958873278
836338,5026,2965,3,962571793
706797,4237,2746,3,965310794
87105,569,1760,3,976238709
62188,420,2080,3,976285837
147251,949,2058,3,975389940
2570,22,1909,1,978136804
908796,5497,2352,2,959805957
333609,1968,2021,1,974686724
550513,3391,1013,4,970258562
617361,3736,2028,5,966190439
970782,5850,3269,2,957764755
350730,2059,3108,5,974755742
19263,148,940,3,979575755
496177,3049,2208,4,970183810
424009,2569,3929,4,973911951
36640,245,3576,4,976732593
639554,3844,3264,3,965890684
407710,2451,3949,1,996750867
352994,2067,1935,3,974659318
745310,4448,410,5,966968820
128106,829,1256,3,987132601
374203,2181,2519,5,974611133
270644,1638,3510,3,977087731
746402,4453,3639,3,965086412
363280,2116,160,3,976155396
222598,1347,2329,4,982998105
279599,1680,2397,4,974841704
482363,2966,3108,4,971121517
872053,5268,2120,1,961168613
900045,5443,593,5,959979058
313881,1874,593,4,974694327
245244,1481,741,5,974755393
269041,1632,2155,3,974717843
854788,5131,1960,3,962132482
695916,4169,2445,3,975804799
232598,1413,189,4,974761724
625898,3786,1635,5,966030460
98482,659,1090,4,975690023
997210,6021,1676,3,956756903
802697,4808,1225,3,962955730
836724,5026,2018,4,962586200
778830,4653,1833,3,975535767
907969,5493,969,4,974324889
939679,5673,608,4,958679735
640998,3853,3476,4,965876259
875988,5289,1179,5,961081179
263235,1605,2858,4,974927476
107736,710,2448,2,975548902
982348,5927,2396,4,957283284
677927,4062,344,1,965482454
702064,4210,2986,4,965319818
537552,3311,63,4,968647473
271744,1643,3624,3,974714488
357779,2092,1078,5,974654877
18377,143,11,3,977351177
345593,2027,2243,5,974673911
992705,5996,1784,4,1020096489
327065,1938,1210,4,974695029
565601,3475,3100,5,974773537
366804,2138,512,4,974638594
749249,4472,2245,3,965067713
331089,1956,588,4,974688137
713249,4277,1913,4,967113224
300148,1780,3052,2,1027037687
730994,4374,208,1,965177187
671956,4038,3233,5,965505565
100413,670,1259,4,975629003
257257,1577,34,5,974740100
274796,1662,553,2,974710525
95329,639,1610,4,975727673
526138,3252,2710,3,968289656
63950,426,2700,4,976280911
929066,5614,1673,5,959190981
363392,2116,34,3,974648445
410337,2461,1089,5,974170797
432070,2634,3260,4,975934654
892523,5393,3068,3,960320902
600619,3651,2912,4,966456993
937465,5655,225,3,958844332
510026,3141,1722,4,969033422
229889,1391,471,3,974770126
165614,1056,1,4,974953275
534188,3297,361,3,968056338
840400,5049,1858,4,1022687237
22841,165,3366,4,977200052
902109,5453,2529,5,959928267
454603,2796,1198,3,972880539
688588,4118,2355,4,965360068
577705,3527,2002,4,966902442
253172,1538,1777,5,974756558
492514,3029,2422,3,970368042
573495,3512,3638,3,966974883
377433,2203,25,5,974606522
262863,1605,2053,3,975382917
458359,2820,541,5,972659153
400283,2383,3243,4,974325425
933406,5636,3481,3,977009579
701515,4204,3649,4,965325093
9535,63,2427,5,977901173
942794,5686,1233,3,958602658
372304,2174,1393,4,974612860
281527,1688,1148,5,974708213
303058,1800,2353,3,974740616
580881,3547,608,3,966835116
919185,5554,780,4,959452116
494062,3032,3671,5,970347005
756158,4506,3418,4,964981916
337290,1983,1077,5,975054506
942726,5686,3546,1,958602576
172906,1096,858,4,974927535
900999,5448,1584,4,960263244
282619,1694,480,4,974711028
943660,5689,1748,2,966739816
404893,2421,296,5,974238582
563922,3469,3753,4,967155077
125770,809,2399,3,975393880
909,10,3608,3,978228601
544009,3353,2424,3,967740159
135280,876,1573,4,975272015
288337,1722,32,5,974707675
990757,5981,2204,4,956931519
470354,2896,2805,3,974752261
466386,2876,1580,3,972408192
211738,1288,3219,2,974791369
938769,5664,1205,4,958764972
707786,4241,1178,5,974325434
143776,928,2997,5,975193891
316124,1883,934,3,974874576
823632,4950,1073,4,962946569
525699,3246,2594,2,968308811
166105,1058,306,3,974957386
930410,5621,673,1,1009184719
708719,4250,2948,5,965308368
135637,877,1343,3,975274036
627783,3799,356,4,966007240
281486,1688,2997,5,974709279
255775,1558,3827,3,974740447
87979,577,1233,5,975979251
990140,5978,1234,5,956959040
907281,5490,3256,4,959962878
950958,5747,1438,2,958355615
934281,5639,2761,4,958964201
886533,5355,1949,3,960693681
382627,2236,3354,2,974597490
842826,5065,1274,3,962477119
860187,5172,362,2,962723058
317860,1889,1777,3,974692058
486826,2996,1258,3,972416258
254631,1547,3897,4,1006874677
257021,1574,2455,5,974737243
362847,2116,3299,2,975119988
385095,2251,1260,5,974595687
869872,5255,527,5,966572610
172043,1088,1961,4,1006848450
119159,770,420,3,976183148
118362,765,1321,3,975452591
733356,4386,236,3,965241999
970094,5847,64,2,957792639
209266,1278,367,4,974794822
831174,4995,147,3,962593842
181107,1132,2105,5,974889345
831915,5001,262,4,962928056
186619,1155,1127,3,974866648
885211,5345,2759,5,960672446
75148,509,2948,3,976296740
646071,3888,3188,5,966137023
132945,858,1282,2,975345585
718538,4305,606,2,966734932
997729,6025,441,4,956813241
341271,2011,3717,1,980543696
783191,4676,903,5,963724628
313195,1866,356,4,974834972
74646,509,2600,4,976207130
769249,4580,309,4,964400322
916866,5539,1635,5,984847531
400995,2389,2355,5,974327565
622951,3770,920,5,966050233
995702,6013,3363,5,959116483
6445,45,1244,4,977988138
294388,1749,117,3,974841179
141334,911,913,5,975237336
978854,5903,1917,1,957389848
973782,5874,1554,3,957796238
319936,1899,2463,4,974694302
52531,346,3358,4,976333711
683068,4086,2517,5,965502622
548097,3380,357,5,967587716
242936,1465,1917,3,974758962
710090,4260,2405,3,965324051
252477,1530,441,4,974745250
462375,2853,144,3,972506625
644962,3884,2033,2,965815356
718919,4305,1339,4,1010798851
561443,3454,2263,3,970781397
247927,1496,2786,1,974755790
503584,3095,1457,4,969644917
302045,1794,1674,4,974701497
271591,1641,554,2,974714925
489181,3012,1100,1,1044066668
832286,5002,858,5,962588795
533262,3292,3675,5,971020737
715340,4284,1372,3,965277457
652552,3934,494,2,965711156
941076,5680,2076,3,958613256
309325,1841,1717,2,974747897
131482,851,2174,3,975348729
632082,3822,25,5,966300380
737858,4409,223,5,965152349
785510,4691,1777,2,968972459
431584,2629,1673,2,973624853
873820,5276,1527,4,964730358
936923,5652,562,3,958846706
440413,2693,750,5,973317403
300288,1780,3489,2,1039943420
124122,800,1269,5,975401817
844820,5077,3535,4,962417467
624098,3774,60,4,966041037
28263,195,407,2,1015890766
734077,4386,555,5,965171240
117629,757,2720,2,975452975
964671,5812,2043,3,960875684
25606,181,3421,4,977089908
443886,2737,3178,4,973228124
449660,2772,2900,4,973094580
699859,4186,1278,4,965329066
941173,5680,2206,3,958613183
948262,5726,480,4,958495214
87459,571,1525,4,975998142
128268,830,799,4,975368568
236264,1434,575,2,974847597
742743,4439,2762,1,965096344
799251,4790,1188,4,963104475
738320,4411,1262,5,970368392
953061,5755,2263,3,958282054
566843,3479,223,3,967087946
592987,3615,908,4,966601466
196943,1209,3409,3,974843241
615138,3726,1291,5,966226634
756058,4505,2023,4,964983707
420966,2544,1148,4,978822112
664272,3999,1978,1,965963117
710471,4261,1527,4,965306269
718976,4305,1722,5,1039227075
214856,1303,1183,3,974836245
672876,4041,196,4,965511362
503369,3093,3071,5,969650667
452585,2786,1968,4,973562439
224553,1357,1975,1,974771753
5796,42,2681,4,978040706
391989,2304,3263,3,974503445
497940,3056,1377,4,970124873
371940,2173,1419,3,974610676
106220,699,153,3,975557494
81574,543,2668,3,976119623
499763,3067,1056,4,969995789
563161,3464,1902,3,967247623
429732,2619,2858,5,973656586
11076,82,1590,3,977773908
25491,181,1270,5,977089010
21889,161,1271,4,977222218
137572,889,3937,3,975248466
829647,4981,3100,5,962599544
618628,3749,3476,4,966133019
370044,2164,177,4,974615069
916920,5539,2349,3,977625537
953688,5759,2875,3,958256435
261142,1597,3418,2,1046276254
782797,4674,3527,4,963749911
521406,3217,431,5,968775035
278240,1678,648,5,976523492
909620,5502,318,5,959790952
178766,1121,50,3,974912184
714770,4279,2710,4,965284344
205774,1264,2890,5,974820907
395862,2340,3685,5,974421357
881702,5326,1257,4,960845822
882485,5329,523,4,960839068
760477,4518,595,4,964844411
638903,3842,2419,5,965991301
881499,5324,94,5,960860771
184859,1150,3060,4,974873513
121446,781,2424,3,975435334
77110,524,1419,5,976165414
844711,5077,2455,3,962418255
299433,1778,1608,4,974741991
348076,2041,1379,2,974667817
221808,1341,1168,1,974774365
742686,4438,3702,2,965097603
583293,3562,1821,3,966792346
790826,4728,3342,3,963352520
669591,4024,2917,3,965519275
574631,3518,1660,4,970239740
208238,1273,1641,4,974815564
954693,5763,2065,5,959535932
236526,1434,2953,1,974762257
681234,4083,3060,5,965435599
699102,4183,3441,3,965332989
101297,676,999,1,975687081
229578,1390,2806,1,991718218
160564,1019,2976,4,1021912694
410020,2458,3396,3,974176727
325583,1926,1961,5,974769959
542703,3339,293,5,967823499
676117,4054,122,3,965511185
176859,1117,1892,3,975693210
139668,893,1089,4,975228293
990470,5980,1204,4,956937566
833240,5011,588,4,962584948
600236,3650,329,4,966458040
796284,4771,3618,3,963113881
582258,3557,1020,4,966806192
741025,4425,1748,4,965109274
282894,1695,2289,4,974710559
832603,5005,1958,4,962597964
495249,3039,3628,4,970257649
406351,2438,3793,3,974226147
312027,1860,301,3,975258754
368458,2153,2571,4,974620672
341546,2012,3669,2,974681015
1569,15,3489,4,978212591
793194,4742,1909,4,963331703
422117,2555,1674,4,973997384
777226,4643,2706,1,963999104
491630,3024,3173,4,970625902
913970,5524,73,3,959638559
799266,4790,1517,4,963181447
978073,5893,111,3,957463344
240409,1449,1937,4,975695944
958962,5787,728,5,1033847725
740001,4422,415,3,965118588
418082,2526,1103,4,974065032
638644,3841,2791,4,965996418
110338,720,2841,3,975529061
512302,3161,1272,4,968887396
387933,2270,2712,1,974622022
686958,4112,1894,4,965366356
604712,3676,3623,3,966362549
101468,676,2716,2,975650773
865100,5220,1414,4,961546652
330505,1951,3408,2,974692387
111334,724,1721,3,975522333
165504,1054,1777,5,975102220
996709,6016,2762,4,956776460
322334,1912,483,3,1010389488
72546,485,1265,4,976217169
670728,4030,1219,3,965514241
514017,3172,3267,5,968792868
28031,195,1713,3,1015478100
592997,3615,3095,4,966601836
860729,5177,2699,4,961858379
810949,4867,581,5,962818685
391055,2298,3174,2,974499305
494648,3032,3917,4,970357853
935168,5643,3204,3,958892744
545791,3365,2571,5,967662414
759711,4512,1240,4,964978764
485565,2989,924,4,970775290
260517,1592,2779,3,974738175
932016,5627,1267,4,959046221
846006,5084,2571,5,962401372
787063,4707,3751,3,963522403
759666,4512,2872,5,964979170
12952,100,265,3,977594963
511078,3151,1196,5,968918805
155360,1001,2314,5,976298359
889525,5367,529,4,960506356
666647,4013,3444,1,965536310
745689,4449,1909,4,965087802
179337,1125,3793,4,974910545
486044,2993,1886,1,970725135
696180,4169,1125,3,971578809
419658,2537,1660,3,974055494
667086,4015,805,4,965533652
189441,1173,2700,3,975000963
91943,611,2671,4,975859989
668233,4021,2409,4,965522035
341630,2012,1517,3,974680016
341680,2012,2376,3,974676644
469451,2890,3911,3,972017591
776790,4639,2863,5,1040677924
651810,3930,3418,4,965704928
618651,3749,3108,5,966133688
666038,4007,2919,3,965548588
684625,4091,2167,3,965425246
249213,1502,1883,4,975142506
781010,4662,1043,2,963870238
522420,3224,417,4,968522305
10867,79,3510,4,977805418
30753,205,1259,1,976923419
679929,4076,1584,4,965444750
764935,4549,1020,2,964574157
580427,3546,3091,3,966856837
235691,1426,1967,3,974763134
164725,1051,2707,3,975109584
523213,3226,1193,5,968435725
751009,4480,348,4,965026142
956323,5770,3098,5,958172623
75351,512,924,4,976205889
492328,3028,2338,1,970439246
797644,4784,2571,4,963249864
37234,253,2599,4,976687539
588646,3590,3723,5,966652976
845970,5084,609,3,962766724
41611,284,3017,1,976575347
36765,245,1079,3,976736091
499456,3067,3101,4,970002887
587830,3589,2694,1,966658726
128332,830,3160,5,975367433
162794,1040,3791,4,974981054
812813,4879,1270,2,962765542
809607,4854,2193,4,962833167
918494,5550,2268,4,959470958
984447,5949,2707,4,957902714
898428,5433,587,4,960049614
583715,3562,1994,4,966787784
685157,4094,1208,5,966222744
184318,1147,246,4,974873427
165768,1057,2105,3,974952284
14632,117,3591,2,977497458
28884,198,1967,2,977091499
982972,5937,527,3,957213799
126881,818,1358,5,975385561
250658,1511,1927,5,974747741
673097,4042,1278,3,965594985
289173,1727,2403,3,974707145
116623,752,377,2,1025639631
458861,2825,1651,3,972612223
988557,5965,2699,2,956975355
719117,4306,22,1,965263484
962955,5806,17,3,957986608
867942,5239,2231,4,961445833
871148,5261,1300,4,961197891
619493,3754,1129,3,966119765
905417,5475,1246,5,960835822
308322,1837,750,4,1011102242
872221,5268,2266,1,961173009
297987,1767,1263,3,974704191
431669,2629,1394,5,973629311
427820,2599,2193,4,973796493
770578,4591,2701,3,964326310
871252,5263,266,4,961190851
824163,4953,47,5,962639746
437448,2670,1370,2,973547980
58680,398,1394,5,1044566989
569675,3493,1283,3,967039789
954708,5763,1420,5,959538056
912872,5520,1650,4,998236345
602792,3669,2429,2,966380658
428286,2605,1580,3,973747621
159264,1017,1327,1,975008543
249455,1503,3256,3,974771235
522623,3224,2312,3,968542248
385998,2258,1676,2,974589899
980327,5916,3015,3,957461169
775704,4631,1920,1,964041757
804337,4816,2539,3,962928004
529067,3271,1678,4,968198063
908056,5493,1191,2,959886168
86021,563,3070,1,976046074
377707,2205,1645,1,974605539
347590,2038,1094,5,975251349
290030,1733,3267,4,977461939
817700,4909,2082,3,962679659
739032,4415,3701,2,965160656
50440,332,570,5,976381729
180624,1129,2716,5,974905454
65151,438,3043,1,976258219
197579,1212,426,3,974842436
518893,3201,3702,5,972669474
739743,4422,3017,3,965155210
285675,1702,1911,5,974875969
140182,899,3408,4,979427741
752764,4486,2674,1,965013136
464125,2860,3676,4,974234816
733048,4384,367,4,965173277
751237,4480,501,3,965099407
311914,1860,265,3,975258612
447889,2761,3622,4,973150243
510704,3147,2396,3,968964113
181431,1134,2858,5,974880971
480139,2946,3871,4,971273268
770611,4591,1036,4,964326505
861969,5185,912,4,963402799
285489,1701,24,4,984452984
578028,3529,541,3,966897921
549996,3391,2694,4,968871199
47040,316,2012,4,976466836
448869,2766,2423,5,973127225
911421,5511,502,3,959716387
382455,2235,231,5,974614224
353421,2071,2291,3,974657796
744302,4447,3638,1,965146668
762885,4535,3060,4,964719670
641978,3860,1408,5,965860869
28856,198,1010,3,976980578
815150,4893,1580,5,962732701
146234,940,2826,2,975175384
367774,2147,3386,5,974622068
652254,3934,2060,3,965707769
152425,981,3608,4,977421110
143923,928,3361,4,975195239
639074,3842,3699,4,967986211
175880,1112,1092,4,974943841
258933,1586,2622,4,974736154
91590,608,2462,5,975865133
728984,4358,3696,3,965187607
194766,1202,2672,4,974845021
613420,3716,1037,4,966265077
650977,3927,3248,3,965711077
968428,5837,1031,4,957845908
730614,4371,3623,3,965180198
872067,5268,2148,3,961171346
938598,5663,164,4,958770010
885451,5347,1676,4,960666993
476743,2928,2872,4,971550363
62795,424,2687,4,976546513
641500,3857,1073,2,970150798
898117,5430,1380,5,960073500
383599,2242,1653,5,974597460
95575,639,1967,1,988363848
984856,5950,3359,5,957442076
532500,3286,588,4,968110888
588810,3591,481,5,966645465
108705,712,2107,2,976141023
191674,1181,3923,2,976579976
843417,5070,2640,3,962468651
35691,242,3793,3,976750407
683885,4089,3466,5,965456126
194848,1202,2124,3,974858005
772589,4607,3052,4,964306816
535591,3305,1094,5,968002469
322085,1912,935,3,1018765712
118571,765,711,3,975612189
672888,4041,3701,4,965502898
371283,2170,3685,3,974611733
431118,2627,1732,5,973628461
151297,973,3397,4,975860162
896199,5418,1247,3,960185946
78452,528,3852,3,1012171937
971467,5854,3018,4,958346177
493483,3031,1594,5,970355474
755300,4500,3082,2,964997037
985268,5954,2401,4,957706034
971772,5854,2328,4,958346707
161047,1025,2840,2,975002752
93874,629,3568,1,975783457
49003,328,442,4,976396464
726801,4345,186,1,966273546
130067,840,1080,5,994887291
596221,3626,1268,3,966622519
990044,5978,2123,1,964186706
862829,5193,2701,1,961702150
59114,402,2539,2,976296270
883082,5333,3528,3,960825537
185554,1150,3363,3,974875875
122664,791,165,2,975424790
59564,403,2115,5,976303874
808460,4841,3147,3,963430614
722055,4322,2699,3,965258638
620169,3756,708,4,966099673
207667,1269,1093,4,974815224
591467,3609,2,4,966614715
375139,2186,2334,3,974608242
647731,3900,1380,5,965876278
41197,278,2649,3,976586713
561045,3452,3653,4,967241504
866523,5225,3663,4,961685303
573110,3510,2355,3,967046657
657242,3962,3795,1,965671055
946949,5718,1617,5,958509093
734271,4387,3809,2,965790001
156603,1010,3254,1,975221996
112918,732,3387,4,975495960
688523,4118,2289,5,965361538
941741,5682,882,4,1026684540
756303,4506,1960,4,964983019
229478,1389,2028,4,974764743
659690,3976,2067,5,965651677
216638,1315,1224,5,974781117
178916,1123,3409,4,974909055
1000033,6040,1210,2,956715805
385495,2252,2085,2,974594728
665469,4006,2322,4,965552448
384604,2247,2081,4,979275495
647322,3896,1994,4,965782247
70787,476,809,4,976220786
666376,4009,2901,1,965958216
508701,3129,1569,4,969281325
570090,3498,2762,4,966998325
772109,4602,471,2,978838950
167052,1062,1230,5,975046545
911233,5511,3261,3,959788374
449978,2774,1923,4,973063301
688023,4116,3635,4,1002429026
166551,1059,1747,3,974951306
851432,5111,926,3,962332354
768140,4578,1597,4,964390956
643671,3878,1191,4,965917537
211480,1285,1217,4,974880354
495984,3046,2827,3,970187138
56266,375,2858,5,979847321
374367,2181,1016,3,974612911
703381,4217,2702,3,965318292
619570,3754,2520,4,966118748
712986,4277,2872,5,967621395
5082,36,161,4,978210213
691936,4140,2367,3,965357551
586860,3584,3717,5,966694126
741152,4425,541,5,965107523
285830,1705,3709,3,974709613
743925,4447,3135,3,965355774
929794,5617,2454,4,959128416
889350,5367,2375,1,960654391
387023,2263,3104,4,974581001
763371,4539,2130,4,964686502
745424,4448,3308,3,986263783
993923,6002,1958,5,969074601
90844,601,2961,4,975882594
572335,3507,3364,5,967066503
718161,4303,1964,4,965267228
595895,3624,196,4,966564011
584689,3569,2122,2,966742352
125811,810,1413,3,975394348
857226,5151,2021,4,961985985
251416,1519,2640,3,992019793
272926,1647,1327,3,986455316
464778,2865,3484,4,972494549
373881,2181,3408,3,974608704
633933,3825,3448,3,965941346
355077,2077,2571,5,979972307
377183,2203,2822,5,974606239
961037,5795,3441,3,958144831
993417,6000,2311,4,956884722
944448,5699,3457,4,958588145
612898,3715,480,5,966265752
416524,2507,1104,5,974081221
589960,3599,512,4,969809928
352026,2063,3316,1,975379199
705812,4227,1758,3,965317584
697837,4169,2794,3,971581445
509945,3140,47,5,969034874
58631,398,1249,5,1044567822
538779,3314,1256,5,967945686
557399,3423,551,4,967364634
114237,743,1307,2,975469014
149798,963,1213,4,975118737
391201,2300,432,3,974498929
107985,710,671,4,975541687
864566,5211,3526,4,961598233
650450,3922,3243,1,965713041
971023,5852,3420,3,958102715
828922,4979,2989,4,962605453
29753,202,2389,4,976936041
868791,5249,361,4,961603094
458807,2824,3787,5,972621516
565422,3475,1635,4,974772338
565070,3473,2023,4,967136161
405303,2427,223,3,990799323
400366,2383,1136,5,974323910
494277,3032,2365,4,970343905
365647,2129,785,4,974643009
732368,4381,3040,3,965177486
817224,4906,2160,4,963476495
263025,1605,2423,3,975386932
571270,3503,1204,5,969479696
763508,4540,2746,3,965944606
810495,4862,3555,2,962822368
106907,702,342,2,975564455
65342,438,2115,3,981600179
457886,2820,3835,3,972657840
305519,1817,196,2,974701075
235459,1426,783,2,974860152
433173,2641,1172,4,986741899
749669,4473,1240,5,965073466
670940,4032,3771,4,965513725
843189,5070,1173,5,963746761
972356,5858,2728,5,957714295
889339,5367,891,1,960510528
650797,3925,2490,3,965710305
765668,4559,3147,3,964506359
257893,1579,1954,4,980461381
987302,5960,3088,4,957026857
513561,3167,3702,5,968815519
169119,1073,1704,3,975864849
245202,1480,3893,3,974754305
370521,2166,2355,4,974616747
82067,544,940,4,976130229
956781,5774,1193,4,958165938
100977,673,331,5,975621038
682155,4085,2402,4,965540068
867288,5233,3250,5,961449305
171563,1088,2876,1,1033259024
127330,822,2375,5,975812995
940859,5678,1343,4,958628190
300240,1780,1674,4,974708053
543292,3345,3552,4,967778636
37228,253,308,4,976688311
18092,139,235,4,977361139
487778,3001,748,3,970619706
450208,2776,1694,3,973055616
575286,3519,1124,2,969996520
453138,2791,908,5,973030229
67587,453,370,3,976246307
617146,3735,2735,2,966923765
364573,2124,1475,5,974653639
374092,2181,2141,4,974612880
488652,3007,2683,1,970541626
29487,201,2918,3,976979354
462008,2849,3475,5,977361517
984742,5950,1278,4,957181086
105954,699,231,4,975558504
698664,4179,3087,3,965332056
836292,5026,364,4,962578652
476286,2926,224,2,1006657312
747292,4458,2657,4,965096202
154789,999,3441,4,975046502
241493,1451,2789,1,1040975224
351981,2063,866,3,974659936
317848,1889,159,2,989088082
647082,3894,3545,5,965790032
814229,4887,2021,3,962849598
497668,3055,1373,3,998182661
71690,482,2064,5,976221305
131499,851,2722,3,975349155
873752,5275,2268,5,961110012
691113,4138,1580,4,970007697
183432,1142,2987,4,974877389
273521,1648,1947,3,974712954
908979,5500,306,4,959796980
746758,4456,2396,5,965077926
390828,2293,1233,4,974510443
813335,4884,921,4,963044419
558525,3430,1186,2,969151154
568873,3491,2995,3,967067015
294883,1752,474,4,975729941
995913,6016,3011,3,956958707
865624,5220,2321,3,961545408
608210,3690,3623,3,966308139
200607,1232,1611,4,974836480
876711,5296,902,5,961014160
209054,1274,2971,5,974813831
962992,5806,1260,5,957985208
196227,1206,3923,2,974843943
781365,4663,186,3,963865654
907897,5492,2011,4,996764413
8146,56,1617,5,977938772
661790,3992,594,4,965600040
