userId,itemId,tag
4226,psychology,1537094448
4226,twist ending,1537094447
4896,alan rickman,1537094576
4896,harry potter,1537094544
4896,humorous,1537094550
4896,Magic,1537094530
5388,atmospheric,1537094680
5388,insomnia,1537094688
5388,thought-provoking,1537094685
6283,amazing artwork,1537094506
6283,anime,1537094487
6283,sci-fi,1537094503
27156,anime,1537094261
27156,end of the world,1537094269
27156,epic,1537094270
27156,mecha,1537094278
27156,psychology,1537094263
193565,anime,1537098582
193565,comedy,1537098587
193565,gintama,1537098603
193565,remaster,1537098592
260,classic sci-fi,1435856940
260,space action,1435856955
260,space epic,1435856950
4878,atmospheric,1435857150
4878,cult film,1435857131
4878,dreamlike,1435857139
4878,hallucinatory,1435857144
4878,psychological,1435857147
4878,surreal,1435857128
4878,time travel,1435857135
7147,dreamlike,1435857017
7147,sentimental,1435857038
7147,surreal,1435857020
7147,Tim Burton,1435857024
7361,alternate reality,1435857168
7361,memory,1435857171
7361,thought-provoking,1435857163
97938,cinematography,1435857101
97938,India,1435857092
97938,surreal,1435857076
260,oldie but goodie,1519899101
260,sci-fi,1519899078
260,Star Wars,1519899108
6938,big wave,1160681362
6938,surfing,1160681362
48780,ummarti2006,1161615435
126548,funny,1447532592
126548,high school,1447532575
68319,comic book,1241762577
7020,Notable Nudity,1150988077
3,moldy,1143424860
3,old,1143424860
527,moving,1143424895
1101,predictable,1143424846
50872,a clever chef rat,1453051551
50872,inspirational,1453051559
102007,animation,1453135047
118696,hope,1453135079
6711,atmospheric,1425352343
4034,drugs,1462919721
4995,mathematics,1464428783
6502,zombies,1525274359
6953,DEPRESSING,1462398032
8641,stupid,1520707078
34405,predictable,1520284921
55721,Favelas,1462919777
83134,black comedy,1518811477
778,based on a book,1266408710
778,dark comedy,1266408707
778,narrated,1266408703
4612,reciprocal spectator,1416086512
4708,reciprocal spectator,1416086490
6400,documentary,1315333136
30892,Animation,1240158590
30892,Documentary,1240158551
30892,Henry Darger,1240158560
48698,the catholic church is the most corrupt organization in history,1276006189
64034,childish naivity,1242160404
64034,friendship,1242160427
68954,adventure,1266408634
68954,Bechdel Test:Fail,1266408641
68954,cartoon,1266408638
68954,children,1266408643
68954,computer animation,1266408645
68954,divorce,1266408656
68954,dogs,1266408658
68954,dreams,1266408662
68954,Pixar,1266408675
71494,Narrative pisstake,1426783741
81158,american idolatry,1299452954
82459,atmospheric,1300485463
82459,Coen Brothers,1300485477
82459,Jeff Bridges,1300485479
82459,Matt Damon,1300485480
82459,predictable,1300485405
90769,celebrity fetishism,1422524320
90769,mediacentralism,1422524320
90769,system holism,1422524320
96084,city politics,1421145735
96084,italy,1421145735
96084,political right versus left,1421145735
111364,Creature Feature,1414693918
118784,documentary,1420400992
118784,music industry,1420400992
118784,remix culture,1420400992
127172,film history,1423222565
127172,poetic,1423222565
127172,representation of children,1423222565
364,Disney,1461351898
364,Disney animated feature,1461351908
364,Oscar (Best Music - Original Score),1461351919
1288,music,1234790068
1923,Ben Stiller,1234789755
2616,comic book,1234789098
3481,music,1234788257
3897,music,1234788979
8641,awesome,1234789177
51255,british comedy,1234789115
1,pixar,1139045764
153,superhero,1139045840
552,knights,1139045825
1246,highschool,1139046768
32587,cult,1139046748
33660,boksdrama,1139046203
34162,stiller,1139046811
36529,wapendrama,1139046289
37729,animation,1139047294
38798,sisters,1139047262
260,ROBOTS AND ANDROIDS,1439750956
260,space,1439750961
2146,post-college,1229142995
37384,restaurant,1229142458
40955,transvestite,1229140689
44889,satire,1229140863
61323,dark comedy,1228073481
39,chick flick,1348627867
39,funny,1348627869
39,Paul Rudd,1348627871
39,quotable,1348627873
39,seen more than once,1348627878
1059,Amazing Cinematography,1348627235
1059,Leonardo DiCaprio,1348627233
1059,shakespeare,1348627264
1059,updated classics,1348627243
2762,Atmospheric,1348626902
2762,Bruce Willis,1348626919
2762,ghosts,1348626904
2762,imdb top 250,1348626908
2762,mindfuck,1348626910
2762,stylized,1348626915
2762,twist ending,1348626913
4370,android(s)/cyborg(s),1348628642
4370,artificial intelligence,1348628638
4370,Bittersweet,1348628628
4370,Steven Spielberg,1348628635
5464,cinematography,1348627174
5464,Tom Hanks,1348627179
7078,Bette Davis,1348628505
7078,Oscar (Best Actress),1348628502
7444,Mark Ruffalo,1348627960
7451,clever,1348627907
7451,High School,1348627902
7451,lesbian subtext,1348627909
48516,Leonardo DiCaprio,1348627149
48516,suspense,1348627152
48516,twist ending,1348627154
48516,undercover cop,1348627156
54997,Christian Bale,1348627195
55290,Casey Affleck,1348627116
55290,great performances,1348627127
55290,twist,1348627131
91500,ending,1348626941
91529,Anne Hathaway,1348626758
91529,Christian Bale,1348626755
91529,Christopher Nolan,1348626760
91529,comic book,1348626775
91529,great ending,1348626779
91529,Morgan Freeman,1348626766
91529,political commentary,1348626786
91529,superhero,1348626790
98961,Afghanistan,1362867327
98961,American propaganda,1362867290
98961,assassination,1362867308
98961,military,1362867315
98961,terrorism,1362867303
32,time travel,1457901872
47,mystery,1457842470
47,twist ending,1457842458
50,mindfuck,1457842328
50,suspense,1457842315
50,thriller,1457842332
50,tricky,1457842340
50,twist ending,1457842306
147,addiction,1457901627
147,heroin,1457901631
147,Leonardo DiCaprio,1457901625
147,Mark Wahlberg,1457901624
175,controversial,1457901665
175,New York City,1457901671
175,Nudity (Full Frontal),1457901668
223,cynical,1457844066
223,hilarious,1457844086
223,independent film,1457844084
223,quirky,1457844073
223,witty,1457844080
260,classic sci-fi,1457900772
260,sci-fi,1457900766
260,space adventure,1457900770
260,Star Wars,1457900775
288,brutality,1457846184
288,controversial,1457846195
288,dark comedy,1457846180
288,psychedelic,1457846191
288,satire,1457846198
288,stylized,1457846189
296,cult film,1457844546
296,drugs,1457844550
296,Quentin Tarantino,1457844541
296,Tarantino,1457844557
364,soundtrack,1457845497
527,thought-provoking,1457901041
541,sci-fi,1457900918
589,apocalypse,1457844854
589,Arnold Schwarzenegger,1457844841
589,nuclear war,1457844861
589,sci-fi,1457844847
589,Suspense,1457844864
589,time travel,1457844843
608,based on a true story,1457900882
608,dark comedy,1457900870
608,KIDNAPPING,1457900877
608,Steve Buscemi,1457900865
628,edward norton,1457843774
628,psychology,1457843776
628,suspense,1457843782
628,thought-provoking,1457843780
628,twist ending,1457843771
1089,ensemble cast,1457844739
1089,nonlinear,1457844742
1089,Quentin Tarantino,1457844729
1089,stylized,1457844737
1120,freedom of expression,1457845558
1136,british comedy,1457901498
1136,Monty Python,1457901496
1193,emotional,1457843688
1193,jack nicholson,1457843684
1198,adventure,1457901129
1198,archaeology,1457901464
1198,indiana jones,1457901132
1198,Steven Spielberg,1457901466
1198,treasure hunt,1457901471
1200,action,1457901258
1200,aliens,1457901252
1200,horror,1457901265
1200,sci-fi,1457901245
1200,space,1457901261
1200,space craft,1457901274
1200,SPACE TRAVEL,1457901269
1200,suspense,1457901256
1219,Alfred Hitchcock,1457902455
1219,psychology,1457902459
1219,suspenseful,1457902452
1219,tense,1457902461
1240,Action,1457901308
1240,artificial intelligence,1457901313
1240,robots,1457901305
1240,Sci-Fi,1457901302
1240,special effects,1457901322
1240,tense,1457901319
1240,time travel,1457901300
1258,atmospheric,1457843344
1258,disturbing,1457843347
1258,Horror,1457843352
1258,jack nicholson,1457843340
1258,masterpiece,1457843354
1258,psychological,1457843342
1258,Stanley Kubrick,1457843338
1258,suspense,1457843361
1343,horror,1457846257
1343,Juliette Lewis,1457846244
1343,Martin Scorsese,1457846252
1343,Robert De Niro,1457846254
1625,mindfuck,1457845252
1625,Mystery,1457845249
1625,plot twist,1457845255
1625,psychological,1457845247
1625,suspense,1457845258
1625,twist ending,1457845244
1704,inspirational,1457844971
1921,hallucinatory,1457902516
1921,mental illness,1457902477
1921,mindfuck,1457902518
1921,paranoid,1457902521
1923,Ben Stiller,1457846503
1923,crude humor,1457846506
1923,goofy,1457846511
2160,Atmospheric,1457843300
2160,creepy,1457843317
2160,paranoia,1457843298
2160,scary,1457843295
2160,suspense,1457843308
2296,SNL,1457846704
2329,thought-provoking,1457843729
2505,Nicolas Cage,1457902180
2571,martial arts,1457842912
2571,sci-fi,1457842899
2700,adult humor,1457844390
2700,controversial,1457844399
2700,crude humor,1457844397
2700,free speech,1457844402
2700,parody,1457844393
2700,satire,1457844392
2700,south park,1457844407
2700,Trey Parker,1457844412
2959,dark comedy,1457842797
2959,psychology,1457842802
2959,thought-provoking,1457842786
2959,twist ending,1457842777
3176,based on a book,1457845042
3176,creepy,1457845033
3176,disturbing,1457845029
3176,Jude Law,1457845026
3176,murder,1457845038
3176,obsession,1457845036
3176,psychology,1457845023
3176,secrets,1457845045
3176,serial killer,1457845031
3176,suspense,1457845041
3186,asylum,1457846005
3186,based on a true story,1457846002
3186,Brittany Murphy,1457846009
3186,Mental Hospital,1457846012
3186,psychology,1457845994
3186,winona ryder,1457845998
3499,claustrophobic,1457846281
3499,horror,1457846287
3499,scary,1457846295
3499,stephen king,1457846291
3499,suspenseful,1457846279
3499,tense,1457846283
3499,thriller,1457846285
3527,aliens,1457901283
3527,sci-fi,1457901285
3527,scifi cult,1457901288
3911,satire,1457844176
3948,comedy,1457846488
3948,Robert De Niro,1457846484
4226,mystery,1457842983
4226,psychological,1457842979
4226,twist ending,1457842977
4262,Al Pacino,1457900965
4816,ben stiller,1457846960
4816,comedy,1457846970
4816,David Bowie,1457846952
4816,goofy,1457846949
4816,mindless one liners,1457846956
4816,Will Ferrell,1457846959
4878,jake gyllenhaal,1457901910
4993,fantasy,1457901156
4993,high fantasy,1457901162
4993,Magic,1457901158
4993,mythology,1457901174
4993,tolkien,1457901165
4993,wizards,1457901168
5291,black and white,1457845331
5291,samurai,1457845338
6016,multiple storylines,1457900999
6016,true story,1457901005
6188,comedy,1457846098
6188,Will Ferrell,1457846100
6290,Rob Zombie,1457902367
7361,jim carrey,1457901740
8641,comedy,1457846537
8641,Will Ferrell,1457846533
8950,Christian Bale,1457842841
8950,creepy,1457842847
8950,powerful ending,1457842857
8950,psychology,1457842844
8950,schizophrenia,1457842854
8950,twist ending,1457842837
27020,drugs,1457901575
27020,lesbian,1457901570
30825,Ben Stiller,1457846573
30825,Robert De Niro,1457846569
34323,Rob Zombie,1457902355
40278,Jake Gyllenhaal,1457846443
40278,Modern war,1457846449
48516,atmospheric,1457843188
48516,Jack Nicholson,1457843173
48516,Leonardo DiCaprio,1457843178
48516,Martin Scorsese,1457843176
48516,suspense,1457843184
53127,based on a play,1457923334
53127,conspiracy theory,1457923313
53127,creepy,1457923337
53127,Insanity,1457923284
53127,paranoia,1457923318
53127,PTSD,1457923256
60756,funny,1457846127
60756,will ferrell,1457846129
66097,claymation,1457844468
66097,creepy,1457844484
66097,dark,1457844475
66097,dark fairy tale,1457844498
66097,Surreal,1457844481
66097,Tim Burton,1457844494
68157,black comedy,1457844667
68157,Brad Pitt,1457844663
68157,Christoph Waltz,1457844660
68157,Quentin Tarantino,1457844652
68157,satire,1457844670
74458,insanity,1457843102
74458,Leonardo DiCaprio,1457843110
74458,Martin Scorsese,1457843107
74458,plot twist,1457843104
74458,psychological,1457843098
74458,Psychological Thriller,1457843113
74458,thought-provoking,1457843122
79132,action,1457844927
79132,alternate reality,1457844911
79132,Leonardo DiCaprio,1457844916
79132,sci-fi,1457844903
79132,thought-provoking,1457844920
79132,visually appealing,1457844914
81562,stranded,1457901404
81591,alter ego,1457845684
81591,atmospheric,1457845658
81591,creepy,1457845668
81591,horror,1457845670
81591,obsession,1457845677
81591,surreal,1457845661
102903,illusions,1457845623
102903,overcomplicated,1457845593
102903,predictable,1457845596
102903,stupid ending,1457845587
104879,absorbing,1457846360
104879,acting,1457846358
104879,atmospheric,1457846366
104879,Hugh Jackman,1457846364
104879,Jake Gyllenhaal,1457846355
104879,morality,1457846368
104879,mystery,1457846378
104879,thriller,1457846362
106100,Jared Leto,1457845924
106100,social commentary,1457845921
106100,uplifting,1457845933
106489,fantasy,1457901210
106489,Tolkien,1457901214
106489,too long,1457901201
109487,Christopher Nolan,1457901805
109487,sci-fi,1457901808
109487,time-travel,1457901811
112515,atmospheric,1457843258
112515,dark,1457843256
112515,Metaphorical,1457843228
112515,psychological,1457843261
112556,annoying,1457845088
112556,Stupid ending,1457845155
750,dark comedy,1366676044
2959,dark comedy,1366676088
58559,psychology,1366676040
58559,superhero,1366676054
5952,Myth,1436944038
98809,Action,1436944128
98809,Myth,1436944141
152711,Cambodia,1478489688
152711,crime,1478489709
152711,human rights,1478489696
152711,murder,1478489701
152711,procedural,1478489713
1,pixar,1137206825
2,game,1137375552
5,pregnancy,1137373903
5,remake,1137373903
7,remake,1137375642
11,politics,1137374904
11,president,1137374904
14,politics,1137375623
14,president,1137375623
16,Mafia,1137181640
17,Jane Austen,1137181153
21,Hollywood,1137206178
22,serial killer,1137375496
25,alcoholism,1138137555
26,Shakespeare,1138137603
28,In Netflix queue,1137201942
28,Jane Austen,1137180037
29,kidnapping,1138137473
31,high school,1137375502
31,teacher,1137375502
32,time travel,1137206826
34,Animal movie,1137180956
34,pigs,1137205237
36,death penalty,1137202363
36,Nun,1137191227
38,twins,1137373760
39,Emma,1138137492
39,Jane Austen,1138137492
40,In Netflix queue,1137202107
40,South Africa,1137202107
41,Shakespeare,1138137646
43,England,1138137640
45,Journalism,1137206826
46,wedding,1137375539
47,serial killer,1137206452
50,heist,1137206826
52,adoption,1137206315
52,prostitution,1137206371
58,writing,1138137613
62,music,1137374957
92,Jekyll and Hyde,1138137574
96,theater,1138137537
101,crime,1138137460
104,golf,1137374014
107,muppets,1137375573
110,Scotland,1137180974
111,assassination,1137206513
116,Holocaust,1138040398
122,dating,1137373679
140,journalism,1137375031
150,moon,1137205234
150,NASA,1137180977
150,space,1137205233
153,superhero,1137375453
160,Michael Crichton,1137373726
161,submarine,1138137497
162,In Netflix queue,1137202038
185,computers,1137375604
199,Made me cry,1137203124
215,generation X,1138040410
216,school,1137373675
222,Ireland,1137181644
